,ID,Text,Sentiment (Label),Timestamp,User,Source,Topic,Retweets,Likes,Country,Year,Month,Day,Hour,new_sentiment,new_text,Topic1,Topic2
502,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ", Serenity ,10/28/2019 14:15, MaldivesSailor , Facebook ,Serenity  ParadiseWhispers ,22,45, Maldives ,2019,10,28,14,Neutral,"['sailing', 'azure', 'water', 'maldives', 'wave', 'whisper', 'serenity', 'paradise']",Serenity, ParadiseWhispers 
503,508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ", Wonder ,6/10/2021 16:00, AmazonExplorer , Instagram ,Wonder  NatureOrchestra ,30,60, Brazil ,2021,6,10,16,Neutral,"['midst', 'amazon', 'rainforest', 'symphony', 'wildlife', 'creates', 'orchestra', 'nature', 'wonder']",Wonder, NatureOrchestra 
504,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ", Awe ,8/18/2017 19:30, GreatWallWalker , Twitter ,Awe  EngineeringMarvels ,18,35, China ,2017,8,18,19,Neutral,"['walking', 'great', 'wall', 'china', 'step', 'testament', 'ancient', 'engineering', 'marvel']",Awe, EngineeringMarvels 
505,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ", Accomplishment ,4/15/2020 5:30, FujiSummitAchiever , Facebook ,Accomplishment  SunriseHues ,28,55, Japan ,2020,4,15,5,Neutral,"['summit', 'mount', 'fuji', 'breathtaking', 'sunrise', 'paint', 'sky', 'hue', 'accomplishment']",Accomplishment, SunriseHues 
506,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ", Exploration ,11/22/2016 13:00, AngkorWatAdventurer , Instagram ,Exploration  KhmerStories ,20,40, Cambodia ,2016,11,22,13,Positive,"['exploring', 'ancient', 'ruin', 'angkor', 'wat', 'stone', 'whispering', 'story', 'khmer', 'civilization']",Exploration, KhmerStories 
507,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ", Adventure ,1/10/2019 14:45, AlpsSkiAdventurer , Twitter ,Adventure  SnowPeakDance ,22,45, Switzerland ,2019,1,10,14,Positive,"['skiing', 'slope', 'swiss', 'alp', 'turn', 'dance', 'majesty', 'snowcapped', 'peak']",Adventure, SnowPeakDance 
508,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ", Tranquility ,2/28/2023 16:20, KyotoBambooSeeker , Facebook ,Tranquility  ZenWisdom ,25,50, Japan ,2023,2,28,16,Positive,"['tranquility', 'kyoto', 'bamboo', 'forest', 'whisper', 'ancient', 'zen', 'wisdom', 'echo', 'grove']",Tranquility, ZenWisdom 
509,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ", Grandeur ,5/28/2018 18:30, NorwayFjordExplorer , Instagram ,Grandeur  IcyMasterpiece ,22,45, Norway ,2018,5,28,18,Positive,"['cruising', 'fjord', 'norway', 'icy', 'landscape', 'breathtaking', 'masterpiece', 'nature', 'grandeur']",Grandeur, IcyMasterpiece 
510,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ", Emotion ,9/15/2022 20:00, AdeleConcertGoer , Instagram ,Emotion  AdeleConcert ,40,80, USA ,2022,9,15,20,Neutral,"['front', 'row', 'adeles', 'concert', 'note', 'someone', 'like', 'resonates', 'soulstirring', 'emotion']",Emotion, AdeleConcert 
511,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ", Energy ,7/28/2019 21:30, BeyonceDancer , Twitter ,Energy  BeyonceConcert ,35,70, USA ,2019,7,28,21,Positive,"['dancing', 'star', 'beyoncs', 'live', 'show', 'feeling', 'power', 'single', 'lady', 'every', 'move']",Energy, BeyonceConcert 
512,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ", Enchantment ,5/10/2021 19:45, SwiftieDreamer , Facebook ,Enchantment  TaylorSwift ,30,60, USA ,2021,5,10,19,Neutral,"['crowd', 'taylor', 'swift', 'concert', 'lyric', 'love', 'story', 'create', 'enchanting', 'fairy', 'tale']",Enchantment, TaylorSwift 
513,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ", Nostalgia ,12/2/2018 22:15, QueenTributeFan , Instagram ,Nostalgia  QueenTribute ,22,45, UK ,2018,12,2,22,Neutral,"['rocking', 'guitar', 'solo', 'queen', 'tribute', 'concert', 'journey', 'back', 'time', 'freddies', 'spirit']",Nostalgia, QueenTribute 
514,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ", Serenity ,8/18/2020 19:00, SheeranMelodyLover , Twitter ,Serenity  EdSheeranConcert ,18,35, UK ,2020,8,18,19,Neutral,"['swaying', 'ed', 'sheerans', 'acoustic', 'melody', 'serene', 'evening', 'filled', 'perfect', 'moment']",Serenity, EdSheeranConcert 
515,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ", Joy ,3/28/2017 20:30, MarsJoyExplorer , Facebook ,Joy  BrunoMars ,28,55, USA ,2017,3,28,20,Positive,"['immersed', 'pulsating', 'beat', 'bruno', 'mar', 'concert', 'uptown', 'funk', 'becomes', 'city', 'joy']",Joy, BrunoMars 
516,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ", Celebration ,1/15/2022 21:15, MJTributeDancer , Instagram ,Celebration  MJTribute ,25,50, USA ,2022,1,15,21,Neutral,"['michael', 'jackson', 'tribute', 'show', 'moonwalking', 'hit', 'celebration', 'king', 'pop']",Celebration, MJTribute 
517,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ", Charm ,6/10/2019 18:45, SinatraCharmListener , Twitter ,Charm  SinatraTribute ,22,45, USA ,2019,6,10,18,Positive,"['swinging', 'rhythm', 'frank', 'sinatra', 'tribute', 'feeling', 'timeless', 'charm', 'fly', 'moon']",Charm, SinatraTribute 
518,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ", Ecstasy ,3/20/2023 22:30, MetallicaMoshWarrior , Facebook ,Ecstasy  MetallicaConcert ,35,70, USA ,2023,3,20,22,Positive,"['mosh', 'pit', 'metallica', 'concert', 'thunderous', 'chord', 'create', 'symphony', 'headbanging', 'ecstasy']",Ecstasy, MetallicaConcert 
519,524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ", Hope ,11/28/2016 19:00, ColdplayHopeSeeker , Instagram ,Hope  ColdplayMagic ,30,60, UK ,2016,11,28,19,Positive,"['experiencing', 'magic', 'coldplay', 'concert', 'fix', 'becomes', 'beacon', 'hope', 'night']",Hope, ColdplayMagic 
520,525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ", Enthusiasm ,8/5/2018 20:00, BieberDanceEnthusiast , Instagram ,Enthusiasm  JustinBieber ,40,80, Canada ,2018,8,5,20,Positive,"['justin', 'bieber', 'concert', 'infectious', 'beat', 'baby', 'create', 'dance', 'floor', 'unbridled', 'enthusiasm']",Enthusiasm, JustinBieber 
521,526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ", Creativity ,4/15/2021 21:30, GagaArtisticChameleon , Twitter ,Creativity  LadyGaga ,35,70, USA ,2021,4,15,21,Positive,"['spotlight', 'lady', 'gaga', 'show', 'costume', 'change', 'metamorphosis', 'creativity', 'artistry']",Creativity, LadyGaga 
522,527,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ", Emotion ,11/28/2019 19:45, AdeleMelodyTearjerker , Facebook ,Emotion  AdeleMelodies ,30,60, UK ,2019,11,28,19,Neutral,"['immersed', 'soulful', 'melody', 'adele', 'tear', 'flow', 'freely', 'moved', 'emotion', 'hello']",Emotion, AdeleMelodies 
523,528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ", Colorful ,6/22/2020 22:00, KatyPerryColorExplosion , Instagram ,Colorful  KatyPerry ,22,45, USA ,2020,6,22,22,Neutral,"['drenched', 'confetti', 'katy', 'perry', 'concert', 'kaleidoscope', 'color', 'igniting', 'night', 'sky']",Colorful, KatyPerry 
524,529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ", Pride ,9/10/2017 20:15, JayZEmpireListener , Twitter ,Pride  JayZAnthem ,18,35, USA ,2017,9,10,20,Positive,"['audience', 'jayz', 'performance', 'lyric', 'empire', 'state', 'mind', 'become', 'anthem', 'pride']",Pride, JayZAnthem 
525,530,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ", Hypnotic ,2/28/2022 21:15, ShakiraHipsDancer , Facebook ,Hypnotic  ShakiraRhythms ,28,55, Colombia ,2022,2,28,21,Neutral,"['dancing', 'shakiras', 'rhythmic', 'beat', 'hip', 'swaying', 'hypnotic', 'charm', 'hip', 'dont', 'lie']",Hypnotic, ShakiraRhythms 
526,531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ", Connection ,5/15/2016 19:30, U2ConnectionSeeker , Instagram ,Connection  U2Anthem ,25,50, Ireland ,2016,5,15,19,Neutral,"['u', 'concert', 'anthemic', 'chord', 'without', 'create', 'timeless', 'moment', 'connection']",Connection, U2Anthem 
527,532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ", Iconic ,12/10/2018 22:30, GunsNRosesRiffRockstar , Twitter ,Iconic  GNRConcert ,22,45, USA ,2018,12,10,22,Neutral,"['rocking', 'gun', 'n', 'rose', 'show', 'iconic', 'riff', 'sweet', 'child', 'mine', 'echoing', 'night']",Iconic, GNRConcert 
528,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ", Euphoria ,1/22/2023 20:00, ArianaEuphoriaChaser , Facebook ,Euphoria  ArianaGrande ,35,70, USA ,2023,1,22,20,Positive,"['crowd', 'ariana', 'grande', 'concert', 'high', 'note', 'create', 'euphoric', 'symphony']",Euphoria, ArianaGrande 
529,534,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ", Journey ,3/5/2020 18:45, MarleyReggaeTraveler , Instagram ,Journey  BobMarleyTribute ,30,60, Jamaica ,2020,3,5,18,Neutral,"['swaying', 'reggae', 'vibe', 'bob', 'marley', 'tribute', 'concert', 'chord', 'journey', 'jamaica', 'soul']",Journey, BobMarleyTribute 
530,535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ", Excitement ,10/12/2018 20:00, MovieEnthusiastPremiereAttendee , Twitter ,Excitement  MoviePremiereThrills ,40,80, USA ,2018,10,12,20,Positive,"['captivated', 'spellbinding', 'plot', 'twist', 'audience', 'applauds', 'experiencing', 'rollercoaster', 'emotion', 'movie', 'premiere']",Excitement, MoviePremiereThrills 
531,536,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ", Nostalgia ,6/25/2019 22:15, FilmLoverNostalgiaSeeker , Instagram ,Nostalgia  ClassicFilmMoments ,35,70, UK ,2019,6,25,22,Neutral,"['credit', 'roll', 'profound', 'sense', 'nostalgia', 'wash', 'reminiscent', 'cherished', 'moment', 'classic', 'film']",Nostalgia, ClassicFilmMoments 
532,537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ", Engagement ,7/8/2020 19:30, WebSeriesViewerCharacterConnection , Facebook ,Engagement  WebSeriesJourney ,30,60, Canada ,2020,7,8,19,Positive,"['streaming', 'latest', 'web', 'series', 'viewer', 'engrossed', 'character', 'journey', 'feeling', 'sense', 'connection', 'empathy']",Engagement, WebSeriesJourney 
533,538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ", Pride ,9/18/2017 21:45, IndieFilmmakerFestivalSuccess , Twitter ,Pride  IndieFilmSuccess ,22,45, Australia ,2017,9,18,21,Positive,"['film', 'festival', 'indie', 'filmmaker', 'creation', 'receives', 'standing', 'ovation', 'evoking', 'pride', 'sense', 'accomplishment']",Pride, IndieFilmSuccess 
534,539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ", Touched ,1/15/2021 18:00, DramaEnthusiastHeartwarmingMoments , Instagram ,Touched  FamilyDramaMoments ,28,55, India ,2021,1,15,18,Neutral,"['watching', 'heartwarming', 'family', 'drama', 'tear', 'flow', 'freely', 'character', 'overcome', 'challenge', 'leaving', 'viewer', 'warm', 'glow']",Touched, FamilyDramaMoments 
535,540,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ", Gratitude ,2/28/2016 20:30, AwardWinningActorOscarsRecipient , Facebook ,Gratitude  OscarWinningMoment ,18,35, USA ,2016,2,28,20,Positive,"['oscar', 'actor', 'graciously', 'accepts', 'award', 'radiating', 'joy', 'gratitude', 'recognition', 'outstanding', 'performance']",Gratitude, OscarWinningMoment 
536,541,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ", Inspiration ,4/20/2022 17:30, DocumentaryEnthusiastHiddenGemFinder , Twitter ,Inspiration  HiddenGemDiscovery ,22,45, France ,2022,4,20,17,Positive,"['discovering', 'hidden', 'gem', 'world', 'documentary', 'viewer', 'enlightened', 'inspired', 'feeling', 'renewed', 'sense', 'curiosity']",Inspiration, HiddenGemDiscovery 
537,542,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ", Contemplation ,11/5/2019 21:15, FilmBuffContemplativeViewer , Instagram ,Contemplation  DeepMeanings ,28,55, Germany ,2019,11,5,21,Neutral,"['movie', 'credit', 'roll', 'viewer', 'experience', 'mix', 'awe', 'contemplation', 'pondering', 'deeper', 'meaning', 'woven', 'storyline']",Contemplation, DeepMeanings 
538,543,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ", Suspense ,7/12/2015 22:00, CrimeSeriesEnthusiastThrillSeeker , Facebook ,Suspense  CrimeSeriesThrills ,35,70, Japan ,2015,7,12,22,Neutral,"['bingewatching', 'thrilling', 'crime', 'series', 'suspense', 'keep', 'viewer', 'edge', 'seat', 'creating', 'rush', 'adrenaline']",Suspense, CrimeSeriesThrills 
539,544,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ", Satisfaction ,9/10/2020 19:45, FilmCriticSatisfactionSeeker , Twitter ,Satisfaction  FulfillingEnding ,22,45, Brazil ,2020,9,10,19,Positive,"['closing', 'scene', 'unfolds', 'sense', 'satisfaction', 'wash', 'completing', 'cinematic', 'journey', 'profound', 'fulfilling', 'ending']",Satisfaction, FulfillingEnding 
540,545,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ", Joy ,7/15/2018 21:30, FootballFanWorldCupCelebration , Instagram ,Joy  WorldCupTriumph ,40,80, Brazil ,2018,7,15,21,Positive,"['celebrating', 'historic', 'victory', 'world', 'cup', 'nation', 'erupts', 'joy', 'united', 'triumph', 'football', 'team']",Joy, WorldCupTriumph 
541,546,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ", Inspiration ,8/8/2020 19:45, OlympicsEnthusiastGoldMedalWinner , Twitter ,Inspiration  OlympicAchievement ,35,70, USA ,2020,8,8,19,Positive,"['olympics', 'athlete', 'perseverance', 'shine', 'earning', 'gold', 'medal', 'inspiring', 'generation', 'remarkable', 'achievement']",Inspiration, OlympicAchievement 
542,547,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ", Excitement ,6/25/2019 22:15, CricketFanChampionshipThrills , Facebook ,Excitement  CricketChampionship ,30,60, India ,2019,6,25,22,Positive,"['cricket', 'championship', 'nailbiting', 'finish', 'leaf', 'fan', 'edge', 'seat', 'experiencing', 'rollercoaster', 'emotion']",Excitement, CricketChampionship 
543,548,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ", Admiration ,11/7/2021 17:30, MarathonSpectatorRecordBreaking , Instagram ,Admiration  MarathonRecords ,22,45, Kenya ,2021,11,7,17,Positive,"['witnessing', 'recordbreaking', 'marathon', 'spectator', 'filled', 'awe', 'admiration', 'endurance', 'dedication', 'runner']",Admiration, MarathonRecords 
544,549,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ", Captivation ,9/10/2017 20:15, TennisEnthusiastGrandSlamDrama , Twitter ,Captivation  TennisRivalry ,28,55, UK ,2017,9,10,20,Neutral,"['tennis', 'grand', 'slam', 'fierce', 'rivalry', 'unfolds', 'captivating', 'fan', 'display', 'skill', 'sportsmanship', 'world', 'stage']",Captivation, TennisRivalry 
545,550,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ", Triumph ,6/20/2022 21:00, BasketballFanUnderdogTriumph , Facebook ,Triumph  BasketballFinals ,18,35, USA ,2022,6,20,21,Positive,"['cheering', 'underdog', 'basketball', 'final', 'crowd', 'erupts', 'applause', 'team', 'defies', 'odds', 'claim', 'championship', 'title']",Triumph, BasketballFinals 
546,551,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ", Awe ,4/10/2016 18:30, GolfEnthusiastPrecisionVictory , Instagram ,Awe  GolfVictory ,22,45, Scotland ,2016,4,10,18,Neutral,"['golf', 'tournament', 'golfer', 'precision', 'focus', 'lead', 'stunning', 'victory', 'leaving', 'spectator', 'awe', 'exceptional', 'skill']",Awe, GolfVictory 
